OBJECTID,Platted_Name,Subdivision,Phase,Section,Case_Number,Recorded_Date,Document1,Document2,Legal_Acres,Recorded_County1,Recorded_County2,Book,Page,Res_Lots,Comm_Lots,Total_Lots,Development_Status,MF_Category,MF_Complex_Name,Accepted_Subd,Addressing_Status,Address_Release_Date,City_Jurisdiction,County_Jurisdiction,Geometry_Source,Subdivision_Category,Platted_Name_UC,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ResLotsApprox
450,Roundmountain Oaks,ROUNDMOUNTAIN OAKS,,,,5/26/2015,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,ROUNDMOUNTAIN OAKS,{0BD6C59C-9D05-4B71-8682-A26736795059},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
451,Resub,PANORAMIC HILLS,,,,4/2/2007,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,RESUB,{7C1BBECA-E8EF-449C-B5F0-CE7779D3DD44},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
452,Panoramic Hills,PANORAMIC HILLS,,,,4/2/2007,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,T,TCAD,SF,PANORAMIC HILLS,{9376A355-26E8-4A59-B9B8-1FC78986DED4},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
453,Lot 41A Honeycomb Hills Resub Of A Portion Of,HONEYCOMB HILLS,,,,9/5/2013,,,,Travis,,,,2,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,LOT 41A HONEYCOMB HILLS RESUB OF A PORTION OF,{6E5CA3F9-5A71-4BCC-8F03-F0CC02B34A5C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
455,Adjacent - Indian Springs,INDIAN SPRINGS,,,,10/12/2017,,,,Travis,,,,,,,DEV,N/A,N/A,,REL,,ETJ,W,TCAD,SF,INDIAN SPRINGS,{08EB0CD7-1A83-4C3E-B9EA-0D795FFCC8A5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
456,Wild Rock Residential Condos,WILD ROCK RESIDENTIAL CONDOS,,,16-SD-068,6/22/2017,,"2017161173",,Travis,,,,1,0,,DEV,C,Fairways Section 6 Cottages (Wild Rock Residential Condos),Yes,REL,2017/02/17 00:00:00+00,City,T,TCAD,MULTI,WILD ROCK RESIDENTIAL CONDOS,{686CDCE0-79C6-46E2-A4F7-17BD403B8A60},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
457,Fairways At Crystal Falls Sec 2 Ph 4 (Amd),FAIRWAYS AT CRYSTAL FALLS,"4","2",,7/19/2018,201800179,"2018063698",6.97,Travis,,,,15,0,16,,N/A,N/A,,REL,,City,B,TCAD,SF,FAIRWAYS AT CRYSTAL FALLS SEC 2 PH 4 (AMD),{16579A7E-C0A2-4A0E-B26F-4AE571F4C60A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
458,"Lot 40-A Blk C Grand Mesa At Crystal Falls Lots 40,42&43 Amended",GRAND MESA AT CRYSTAL FALLS,,,,2/28/2006,,,,Travis,,,,3,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,"LOT 40-A BLK C GRAND MESA AT CRYSTAL FALLS LOTS 40,42&43 AMENDED",{3C01C816-100A-4D34-B106-FE89F7200972},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
460,Adjacent - BCRUA,BCRUA ,,,,12/8/2010,,201000091TR,,Travis,,,,,,,DEV,,,,REL,,ETJ,W,TCAD,,BCRUA,{42E53621-BDF0-4512-902E-E39912675419},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
461,Honeycomb Hills,HONEYCOMB HILLS,,,,12/8/2010,,,,Travis,,,,53,,,DEV,N/A,N/A,,RELTC_LE,,ETJ,B,TCAD,SF,HONEYCOMB HILLS,{219483E7-2D3E-4795-BC90-9CF8DBD078E4},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
462,Resub Crystal Mesa Cove,CRYSTAL MESA COVE,,,,2/6/2020,,"201900254",,Travis,,,,8,,,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,RESUB CRYSTAL MESA COVE,{081F850F-8F15-4946-85F3-F8599101BB24},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
463,Revised Plt Of Lt 47 Roundmountain Oaks,ROUNDMOUNTAIN OAKS,,,,9/8/2020,,"202000162",,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,REVISED PLT OF LT 47 ROUNDMOUNTAIN OAKS,{D1660B92-6438-4BA5-84A8-631A1A21555A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
464,Roundmountain Oaks,ROUNDMOUNTAIN OAKS,,,,9/8/2020,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,ROUNDMOUNTAIN OAKS,{41BA241A-3CA8-486A-9690-6277EE162ED3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
465,Roundmountain Oaks,ROUNDMOUNTAIN OAKS,,,,6/19/2014,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,ROUNDMOUNTAIN OAKS,{3AA17142-2267-4337-B057-1CFD722D9072},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
468,Crystal Falls Town Center Phase 2,COTTAGES AT CRYSTAL FALLS CONDOMINIUMS,"2",,,5/4/2015,201500119,"2015049898",16.399,Travis,,,,1,2,3,DEV,C,Cottages at Crystal Falls (Condominiums),Yes,REL,,City,B,TCAD,MIX,CRYSTAL FALLS TOWN CENTER PHASE 2,{75684603-897B-499B-90EF-7DCECD268983},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
469,Crystal Falls Town Center Phase 3,CRYSTAL FALLS TOWNHOMES,"3",,15-PICP-026,5/2/2016,2016036613,"201600111",11.065,Williamson,,,,1,0,1,DEV,TH,Townhomes at Crystal Falls / Crystal Falls Townhomes,Yes,REL,,City,B,TCAD,MULTI,CRYSTAL FALLS TOWN CENTER PHASE 3,{87A1E21D-3E8E-4BE3-956C-334EAE345A0B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
471,Marbella Ph 3 & 4,MARBELLA,3 & 4,,,9/16/2021,2021141108,,28.165,Williamson,,,,70,0,80,UC,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MARBELLA PH 3 & 4,{3408B1B0-FFFF-467C-9E30-8699BB250251},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
473,Horizon Lake Ph 2 Sec 1,HORIZON LAKE,"2","1",21-PICP-015,12/13/2021,2021188770,,20.268,Williamson,,,,118,0,121,UC,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HORIZON LAKE PH 2 SEC 1,{22BC6DDC-5D64-44C9-9BEF-8C5E26C78AA4},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
477,LISD,LISD,,,,,,,,Williamson,,,,,,,DEV,,,Yes,REL,,City,W,WCAD,CIV,LISD,{A337DEB3-63C7-4437-A143-599DBCAE6E6B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
478,LISD,LISD,,,,,,,,Williamson,,,,,,,DEV,,,Yes,REL,,City,W,WCAD,CIV,LISD,{537876E4-8FB7-41AD-AAE1-FA0408E580D0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
479,LISD,LISD,,,,,,,,Williamson,,,,,,,DEV,,,Yes,REL,,City,W,WCAD,CIV,LISD,{FB36B353-55E4-4230-A44F-9A10B480794E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
480,LISD,LISD,,,,,,,,Williamson,,,,,,,DEV,,,Yes,REL,,City,W,WCAD,CIV,LISD,{03A38390-98ED-46E9-BE65-AA716DB04F50},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
481,LISD,LISD,,,,,,,,Williamson,,,,,,,DEV,,,Yes,REL,,City,W,WCAD,CIV,LISD,{32930FED-9BBD-4BB6-BBE5-563B976D0BB1},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
483,Crystal Falls Village (Needs Plat Document),CRYSTAL FALLS VILLAGE,,,,,,,,Williamson,,,,,,,DEV,APT,Crystal Falls Village,Yes,REL,,City,W,WCAD,MULTI,CRYSTAL FALLS VILLAGE (NEEDS PLAT DOCUMENT),{9FDB5192-35B1-4AB7-BA3F-9A54AF3F453C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
484,Leander 2243 Lot 1-3 Blk A Amd,MERRITT SKY,,,,3/31/2010,0,,16.88,Williamson,,,"184",2,0,2,DEV,APT,Merritt Sky ,Yes,REL,,City,W,WCAD,MULTI,LEANDER 2243 LOT 1-3 BLK A AMD,{6D97EAAE-3959-429C-A510-21727C327F97},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
485,North Creek Commercial Park  Replat),NORTH CREEK,,,,2/3/2015,2015008068,,15.08,Williamson,,,,0,4,4,,,,,,,City,W,WCAD,COM,NORTH CREEK COMMERCIAL PARK  REPLAT),{DCD1E51B-8079-4F73-AB26-4614BB72EB81},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
490,Planned  Travisso Apartments,TRAVISSO APARTMENTS,,,,,,,,Travis,,,,,,,P,APT,Travisso Apartments,,,,City,T,TCAD,MULTI,PLANNED  TRAVISSO APARTMENTS,{DB5ED0CB-20DD-4F48-9600-6DA828DDCB76},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
491,Lion Drive Duplexes,LION DRIVE DUPLEXES,,"2",20-SD-023,,0,,,Williamson,,B,"105",,0,,UR,"2",Lion Drive Duplexes,,,,City,W,WCAD,MULTI,LION DRIVE DUPLEXES,{64F07803-8CA5-42D3-8C0D-E97902D87ACF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
493,Leander Heights Sec 2 Lots 26 & 27 (Amd),BLAKE'S BEND PH 2,,"2",,5/8/2020,2020047860,,4.1021,Williamson,,,,1,0,1,DEV,"4",Blake's Bend Ph 2,Yes,REL,,City,W,WCAD,MULTI,LEANDER HEIGHTS SEC 2 LOTS 26 & 27 (AMD),{E19B8E2D-2F7D-41F2-BF6B-37C3B89F5EE2},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
496,Leander Heights Sec 2,CASTELLA COURT CONDOS,,"2",21-SD-035,10/18/1969,0,,109.66,Williamson,,B,"105",51,0,51,UR,C,Castella Court Condos,Yes,REL,2023/01/03 00:00:00+00,City,W,WCAD,MULTI,LEANDER HEIGHTS SEC 2,{BD96D826-341B-4BAC-808C-F44307669E47},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
497,Crystal Village (Aka Global Village),GLOBAL VILLAGE,,,21-PICP-022,,,,,Williamson,,,,,,,UC,APT,Global Village ( Crystal Village),,,,City,W,WCAD,MULTI,CRYSTAL VILLAGE (AKA GLOBAL VILLAGE),{0FE755F0-E4B7-4FE7-8085-8CF5CEDF4817},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
498,Leander Heights Sec 3,HAZELWOOD VILLAGE,,"3",,,0,,,Williamson,,B,"130",,0,,UR,C,Hazelwood Village,,,,City,W,WCAD,MULTI,LEANDER HEIGHTS SEC 3,{A807D76D-3746-443E-A283-E544BD8E38E3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
499,Hero Way Townhouses,HERO WAY TOWNHOUSES,,,,,,,,Williamson,,,,,,,UR,TH,Hero Way Townhouses,,,,City,W,WCAD,MULTI,HERO WAY TOWNHOUSES,{E73D607B-90D2-4FDB-8EE9-9E7306FE4E8B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
501,Urbana Hero Way,URBANA,,,22-PICP-004,07/27/2023,2023001016,,18.12,Williamson,,,,1,1,3,UC,C,Urbana,,,,City,W,WCAD,MULTI,URBANA HERO WAY,{5BE687FA-F600-4FD0-90B0-6CBAB5C7849A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
503,Villa Bonita Condos,VILLA BONITA CONDOS,,,22-MSD-001,,0,,,Williamson,,B,"77",,0,,UR,C,Villa Bonita Condos,Yes,,,City,W,WCAD,MULTI,VILLA BONITA CONDOS,{BC79E721-893E-408A-BD99-3CDEB27FFD00},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
504,Crystal Falls Town Center Sec 1,CRYSTAL FALLS TOWN CENTER,,"1",,10/30/2012,201200199,"2012088697",24.96,Travis,,,,0,3,3,NONE,,,,REL,,City,B,TCAD,COM,CRYSTAL FALLS TOWN CENTER SEC 1,{2328C316-107C-4937-AFFB-1DFF2CFB195F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
508,Horizon Lake Ph 1 Sec 4,HORIZON LAKE,"1","4",,7/7/2021,2021101465,,8.772,Williamson,,,,0,3,3,,N/A,N/A,,,,City,W,WCAD,ROW/EASE,HORIZON LAKE PH 1 SEC 4,{B8DEAE02-D983-473B-ACED-59FA5BDB38A3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
510,Rosenbusch Ranch Ph 1,ROSENBUSCH RANCH,"1",,20-PICP-023,6/22/2021,2021092314,,42.07,Williamson,,,,134,1,144,UC,N/A,N/A,Yes,REL,2021/05/18 00:00:00+00,City,W,WCAD,SF,ROSENBUSCH RANCH PH 1,{65168F96-E9C2-4C2C-8E7C-EDA91A9C989A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
513,Horizon Lake Ph 1 Sec 2,HORIZON LAKE,"1","2",21-SD-013,3/9/2021,2021033088,,2.28,Williamson,,,,8,0,11,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HORIZON LAKE PH 1 SEC 2,{B3C14A50-886A-4400-9D42-C51D5307A8E8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
529,Travisso Ph 5 Sec 1,TRAVISSO,"5","1",21-PICP-026,04/28/2021,202100097,,34.333,Travis,,,,55,,63,UC,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 5 SEC 1,{CC2FB979-6CF7-4C56-A394-925A85ECF3DE},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
536,"The Fairways at Crystal Falls Sec 4, Ph 2B",FAIRWAYS AT CRYSTAL FALLS,2B,"4",,10/20/2021,202100246,,18.786,Travis,,,,20,0,21,UC,N/A,N/A,Yes,REL,2022/04/14 00:00:00+00,City,T,TCAD,SF,"THE FAIRWAYS AT CRYSTAL FALLS SEC 4, PH 2B",{037440C1-FC65-4127-B57C-851D7EF91070},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
537,Cherry Hollow Estates Sec 4 Ph C,CHERRY HOLLOW ESTATES,C,"4",,8/31/2006,,C8-TC-11886,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,CHERRY HOLLOW ESTATES SEC 4 PH C,{C931CC3B-37C2-42A2-9165-C74F763E29B6},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
538,The Bluffs Of Sandy Creek Sec 1-A,BLUFFS AT SANDY CREEK,,1A,,1/12/2006,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,THE BLUFFS OF SANDY CREEK SEC 1-A,{FA41B941-9321-49CB-A1C7-449E8D7C0D16},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
540,Sandy Creek Ranches Ph 2 Sec 1-2,SANDY CREEK RANCHES,"2",1-2,,1/13/2003,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,SANDY CREEK RANCHES PH 2 SEC 1-2,{284B90BE-D17B-4252-9131-A1D761BFE174},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
541,Sandy Creek Ranches Ph 6,SANDY CREEK RANCHES,"6",,,9/1/2006,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,SANDY CREEK RANCHES PH 6,{B49F2F79-F936-45D9-936A-0B2D2284DD29},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
543,The Fairways Ph 1-A At Crystal Falls II Replat,FAIRWAYS AT CRYSTAL FALLS,1A,"2",,9/5/2013,,201300018TR,,Travis,,,,2,,,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,THE FAIRWAYS PH 1-A AT CRYSTAL FALLS II REPLAT,{3A396E91-7E41-4FAD-8242-FE7925AD8E67},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
544,Fairways At Crystal Falls Sec 2 Ph 6A,FAIRWAYS AT CRYSTAL FALLS,"2",6A,,8/4/2014,,201400157TR,,Travis,,,,21,,21,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,FAIRWAYS AT CRYSTAL FALLS SEC 2 PH 6A,{D1426C4C-0D62-4D61-A6BB-785135DDCA1B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
545,The Fairways At Crystal Falls Sec 4 Ph 1,FAIRWAYS AT CRYSTAL FALLS,"1","4",,2/14/2012,,201100169TR,11.9,Travis,,,,31,0,3,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,THE FAIRWAYS AT CRYSTAL FALLS SEC 4 PH 1,{A1A62F09-D297-4AFD-982D-7C614F854128},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
546,The Fairways At Crystal Falls Sec 4 Ph 2A,FAIRWAYS AT CRYSTAL FALLS,2A,"4",,6/24/2015,2015052841,"201500125",6.818,Williamson,,,,15,0,16,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE FAIRWAYS AT CRYSTAL FALLS SEC 4 PH 2A,{22C774E8-29D8-40FF-95A1-A770C0E660CC},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
547,Travisso Ph 1 Sec 2 Lt 25 Blk A,TRAVISSO,"1","2",,10/16/2015,,"201500213",0.696,Travis,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 1 SEC 2 LT 25 BLK A,{DEAA8BCB-D6F0-42DC-8E2A-39E3D761A1B5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
548,The Bluffs At Crystal Falls Sec 3 Ph 3F,BLUFFS AT CRYSTAL FALLS,3F,"3",,6/23/2016,,"201600138",12.626,Travis,,,,27,0,28,DEV,N/A,N/A,Yes,REL,2016/06/16 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3F,{564F9FEE-B210-4CE5-9541-AF3199419468},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
549,The Bluffs At Crystal Falls Sec 3 Ph 3E,BLUFFS AT CRYSTAL FALLS,3E,"3",,5/26/2015,,201500043TR,14.07,Travis,,,,28,0,31,DEV,N/A,N/A,Yes,REL,2015/02/23 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3E,{57FD504E-F8E4-4D9D-B0C4-42B5831C59F9},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
550,Sandy Creek Ph 1 Sec 1-5,SANDY CREEK RANCHES,"1",1-5,,5/26/2015,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,SANDY CREEK PH 1 SEC 1-5,{47C1111C-A4B8-4911-9CA4-250068398307},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
551,The Bluffs At Crystal Falls Sec 3 Ph 3G Amd Lt 29 Blk Q,BLUFFS AT CRYSTAL FALLS,3G,"3",,1/20/2017,,"201600225",0.385,Travis,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3G AMD LT 29 BLK Q,{0E094355-7908-4DD9-B089-0C48E53CF5CF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
552,Travisso Ph 2 Sec 1A,TRAVISSO,"2",1A,,6/10/2015,,201500069TR,,Travis,,,,28,0,30,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1A,{D4AF8147-EFF5-4611-92C2-A0F4774CA0C8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
553,The Bluffs At Crystal Falls Sec 2 Ph 2B,BLUFFS AT CRYSTAL FALLS,,,,12/13/2013,,201300204TR,,Travis,,,,38,0,38,DEV,N/A,N/A,Yes,REL,2013/10/02 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 2 PH 2B,{8419BC08-A4AF-444C-B706-5866F6E06AE0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
554,The Bluffs At Crystal Falls Sec 3 Ph 3G,BLUFFS AT CRYSTAL FALLS,3G,"3",,11/25/2015,,"201500225",13.191,Travis,,,,29,0,33,DEV,N/A,N/A,Yes,REL,2015/10/14 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3G,{EF7A2723-12F1-4DAB-BBBF-589577DB94F8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
555,Travisso Sec 1 Ph 1,TRAVISSO,"1","1",,5/22/2014,,201400009TR,,Travis,,,,12,0,20,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO SEC 1 PH 1,{F0141477-31CF-4597-848A-2BE580237CC4},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
556,Travisso Ph 2 Sec 1M,TRAVISSO,"2",1M,,5/18/2017,,"201700011",21.669,Travis,,,,32,0,38,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1M,{30EEB13B-39E0-4B08-99A4-C092C3C82780},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
557,Travisso Ph 2 Sec 1J,TRAVISSO,"2",1J,,1/20/2017,,"201600243",23.46,Travis,,,,0,1,1,NONE,N/A,N/A,,,,City,T,TCAD,COM,TRAVISSO PH 2 SEC 1J,{42D470D2-8149-42FB-A96E-717DB2340295},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
558,Travisso Ph 2 Sec 1K,TRAVISSO,"2",1K,,5/15/2017,,"201700010",19.146,Travis,,,,56,0,59,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1K,{CE6BAF5E-44DF-46FA-9C53-236E0C9F24E3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
559,The Fairways At Crystal Falls Sec 3 Ph 2-Caprock At Crystal Falls Ph 2,FAIRWAYS AT CRYSTAL FALLS / CAPROCK AT CRYSTAL FALLS,"2","3",,9/13/2012,,20120003TR,33.394,Travis,,,,58,0,59,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,THE FAIRWAYS AT CRYSTAL FALLS SEC 3 PH 2-CAPROCK AT CRYSTAL FALLS PH 2,{8E067CEA-E218-41B7-80DD-090657EACDB1},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
560,The Fairways At Crystal Falls Sec 5 Amended,FAIRWAYS AT CRYSTAL FALLS,,"5",,02/28/2013,,201300042TR,32.485,Travis,,,,72,0,72,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,THE FAIRWAYS AT CRYSTAL FALLS SEC 5 AMENDED,{5C876469-77E5-4A58-93D2-549A1E6AF2DF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
561,Sandy Creek Ranches Ph 4,SANDY CREEK RANCHES,"4",,,9/5/2013,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,SANDY CREEK RANCHES PH 4,{5207E2F6-198A-4B25-A885-327CACBD32F1},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
